Accident_ID,Location,Latitude,Longitude,Date,Time,Severity,Cause,Road_Type,Weather
ID-505,Hyderabad,17.30824,78.40799,2023-03-20,23:14,Fatal,Over-speeding,City Road,Dust Storm
ID-506,Jaipur,26.81802,75.78639,2023-09-01,13:05,Serious,Potholes,Rural Road,Clear
ID-507,Jaipur,26.87984,75.71702,2023-03-11,19:48,Minor,Weather/Low Visibility,City Road,Rain
ID-508,Delhi,28.62853,77.08058,2023-05-17,19:04,Minor,Weather/Low Visibility,Rural Road,Fog
ID-509,Bangalore,12.82688,77.63435,2023-06-26,03:20,Serious,Drunk Driving,City Road,Clear
ID-510,Nashik,19.96994,73.86432,2023-04-30,10:02,Serious,Drunk Driving,Highway,Fog
ID-511,Mumbai,19.15583,72.82247,2023-05-28,16:55,Fatal,Over-speeding,Rural Road,Fog
ID-512,Hyderabad,17.36102,78.39424,2023-04-15,02:13,Minor,Weather/Low Visibility,Rural Road,Fog
ID-513,Mumbai,18.9424,72.93975,2023-01-23,16:33,Minor,Weather/Low Visibility,Highway,Rain
ID-514,Kolkata,22.65784,88.42359,2023-07-18,17:04,Serious,Signal Jumping,Rural Road,Fog
ID-515,Bangalore,12.99803,77.67286,2023-07-14,21:14,Minor,Potholes,City Road,Clear
ID-516,Kolkata,22.59693,88.41942,2023-10-15,13:29,Minor,Signal Jumping,Highway,Clear
ID-517,Hyderabad,17.34948,78.40588,2023-01-10,02:10,Serious,Drunk Driving,City Road,Fog
ID-518,Varanasi,25.39565,83.00025,2023-01-16,11:56,Minor,Weather/Low Visibility,Highway,Fog
ID-519,Mumbai,19.16915,72.93139,2023-11-10,15:43,Minor,Weather/Low Visibility,City Road,Rain
ID-520,Lucknow,26.73055,80.99411,2023-04-16,15:08,Minor,Weather/Low Visibility,Rural Road,Rain
ID-521,Nagpur,21.16002,79.15878,2023-03-11,22:58,Serious,Weather/Low Visibility,Rural Road,Rain
ID-522,Chennai,12.99525,80.21147,2023-03-16,06:53,Minor,Signal Jumping,City Road,Clear
ID-523,Madurai,9.97603,78.08281,2023-11-23,15:59,Minor,Signal Jumping,Highway,Fog
ID-524,Hyderabad,17.32135,78.33695,2023-11-10,22:36,Fatal,Drunk Driving,Highway,Rain
ID-525,Lucknow,26.83763,80.89532,2023-07-11,10:41,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-526,Jaipur,26.83276,75.74525,2023-12-10,03:14,Serious,Weather/Low Visibility,Highway,Rain
ID-527,Mumbai,19.03179,72.92341,2023-07-27,15:27,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-528,Varanasi,25.3223,83.04849,2023-12-27,16:56,Serious,Over-speeding,City Road,Clear
ID-529,Chennai,13.03707,80.27555,2023-01-21,16:47,Minor,Potholes,Rural Road,Dust Storm
ID-530,Hyderabad,17.49252,78.33797,2023-03-27,20:29,Serious,Weather/Low Visibility,Rural Road,Fog
ID-531,Meerut,29.03799,77.78074,2023-09-14,18:46,Serious,Over-speeding,Rural Road,Rain
ID-532,Varanasi,25.33922,82.92706,2023-08-21,08:11,Minor,Weather/Low Visibility,City Road,Rain
ID-533,Nashik,19.96481,73.82972,2023-02-16,23:07,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-534,Nagpur,21.07682,79.13732,2023-07-14,13:35,Minor,Weather/Low Visibility,City Road,Rain
ID-535,Mumbai,19.09786,72.83002,2023-06-07,18:26,Serious,Distracted Driving,City Road,Dust Storm
ID-536,Meerut,28.92351,77.62631,2023-08-23,20:00,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-537,Delhi,28.64319,77.04673,2023-07-29,21:29,Minor,Signal Jumping,Rural Road,Clear
ID-538,Hyderabad,17.30131,78.47643,2023-04-17,22:52,Fatal,Drunk Driving,Highway,Rain
ID-539,Mumbai,18.94361,72.80649,2023-02-14,14:58,Serious,Over-speeding,City Road,Clear
ID-540,Delhi,28.79749,76.88067,2023-11-01,17:44,Serious,Potholes,City Road,Rain
ID-541,Delhi,28.41434,77.18426,2023-08-07,08:48,Minor,Potholes,City Road,Clear
ID-542,Pune,18.49416,73.7244,2023-04-18,21:33,Serious,Weather/Low Visibility,Rural Road,Rain
ID-543,Bangalore,12.97141,77.69587,2023-11-06,15:44,Serious,Signal Jumping,City Road,Fog
ID-544,Delhi,28.5266,77.0627,2023-09-12,22:36,Serious,Potholes,City Road,Dust Storm
ID-545,Kolkata,22.54654,88.3581,2023-11-17,18:29,Serious,Over-speeding,Rural Road,Rain
ID-546,Delhi,28.56562,76.9669,2023-04-14,18:40,Serious,Signal Jumping,City Road,Fog
ID-547,Delhi,28.52311,77.05334,2023-06-24,23:21,Fatal,Drunk Driving,Highway,Clear
ID-548,Jaipur,26.86759,75.83449,2023-03-21,19:30,Serious,Signal Jumping,Rural Road,Dust Storm
ID-549,Delhi,28.58499,77.20708,2023-12-14,06:36,Serious,Distracted Driving,Highway,Clear
ID-550,Delhi,28.63096,76.96586,2023-01-16,20:53,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-551,Hyderabad,17.33319,78.42114,2023-06-11,20:45,Minor,Signal Jumping,City Road,Clear
ID-552,Kolkata,22.58277,88.39941,2023-09-26,15:13,Minor,Weather/Low Visibility,Highway,Rain
ID-553,Hyderabad,17.30748,78.34042,2023-09-05,16:51,Fatal,Weather/Low Visibility,Highway,Rain
ID-554,Nashik,19.99669,73.87478,2023-09-22,13:52,Serious,Signal Jumping,Highway,Rain
ID-555,Bangalore,12.93781,77.64274,2023-01-23,12:59,Minor,Signal Jumping,City Road,Clear
ID-556,Lucknow,26.79338,80.80923,2023-10-23,20:01,Minor,Weather/Low Visibility,City Road,Rain
ID-557,Hyderabad,17.35731,78.40646,2023-03-22,03:09,Serious,Distracted Driving,Highway,Clear
ID-558,Lucknow,26.81193,80.82048,2023-03-14,08:17,Minor,Weather/Low Visibility,Rural Road,Fog
ID-559,Mumbai,18.92137,72.92265,2023-01-15,02:08,Fatal,Drunk Driving,Highway,Clear
ID-560,Meerut,28.98529,77.6358,2023-08-17,23:44,Serious,Drunk Driving,City Road,Fog
ID-561,Delhi,28.70336,77.20465,2023-12-24,16:05,Serious,Distracted Driving,City Road,Clear
ID-562,Indore,22.7369,75.84204,2023-11-12,03:09,Minor,Weather/Low Visibility,City Road,Fog
ID-563,Bangalore,12.8991,77.67216,2023-09-01,18:04,Minor,Weather/Low Visibility,City Road,Fog
ID-564,Chennai,12.95124,80.25359,2023-07-27,13:06,Minor,Signal Jumping,City Road,Clear
ID-565,Nashik,20.01123,73.71418,2023-07-31,21:37,Minor,Weather/Low Visibility,Rural Road,Rain
ID-566,Bangalore,12.94471,77.51321,2023-08-11,21:50,Serious,Potholes,Rural Road,Fog
ID-567,Mumbai,18.95193,72.93392,2023-10-31,21:07,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-568,Hyderabad,17.4644,78.33523,2023-11-02,18:43,Minor,Weather/Low Visibility,City Road,Fog
ID-569,Nashik,19.9123,73.74352,2023-03-17,18:48,Minor,Weather/Low Visibility,City Road,Rain
ID-570,Hyderabad,17.378,78.41559,2023-10-19,07:19,Minor,Signal Jumping,City Road,Fog
ID-571,Hyderabad,17.48302,78.49806,2023-03-07,22:25,Fatal,Distracted Driving,City Road,Clear
ID-572,Delhi,28.78716,76.80042,2023-01-16,20:55,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-573,Delhi,28.65009,77.15589,2023-12-06,03:13,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-574,Lucknow,26.8849,80.96799,2023-01-06,17:08,Serious,Over-speeding,Highway,Clear
ID-575,Bangalore,12.94601,77.58735,2023-08-01,23:51,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-576,Mumbai,19.06562,72.89001,2023-01-04,07:38,Fatal,Weather/Low Visibility,Rural Road,Dust Storm
ID-577,Kolkata,22.60035,88.38217,2023-10-18,18:02,Serious,Weather/Low Visibility,Highway,Fog
ID-578,Delhi,28.7847,76.84003,2023-09-22,05:29,Fatal,Over-speeding,Highway,Clear
ID-579,Bangalore,13.02251,77.69208,2023-10-24,22:51,Minor,Distracted Driving,City Road,Clear
ID-580,Chennai,12.90324,80.19081,2023-06-30,10:26,Fatal,Weather/Low Visibility,Highway,Fog
ID-581,Kolkata,22.68457,88.44989,2023-08-31,18:40,Minor,Weather/Low Visibility,Rural Road,Rain
ID-582,Pune,18.59807,73.86178,2023-03-06,04:05,Minor,Potholes,City Road,Clear
ID-583,Nagpur,21.05041,79.08474,2023-11-06,08:07,Minor,Weather/Low Visibility,Rural Road,Rain
ID-584,Kolkata,22.66157,88.35225,2023-09-28,15:51,Serious,Over-speeding,Highway,Fog
ID-585,Nagpur,21.16434,79.15128,2023-11-23,23:28,Serious,Drunk Driving,Rural Road,Rain
ID-586,Bangalore,12.99268,77.6511,2023-09-01,21:25,Serious,Distracted Driving,Rural Road,Dust Storm
ID-587,Chennai,13.17674,80.14673,2023-03-16,15:16,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-588,Kolkata,22.65946,88.3764,2023-09-30,18:06,Serious,Signal Jumping,City Road,Fog
ID-589,Delhi,28.66083,76.9363,2023-10-27,08:41,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-590,Kolkata,22.64686,88.41774,2023-04-03,10:44,Minor,Distracted Driving,Rural Road,Clear
ID-591,Nashik,19.9017,73.71359,2023-08-17,18:43,Minor,Weather/Low Visibility,Rural Road,Rain
ID-592,Mumbai,18.95792,72.80474,2023-04-22,23:57,Serious,Potholes,Rural Road,Clear
ID-593,Indore,22.61728,75.82094,2023-04-05,22:51,Serious,Weather/Low Visibility,City Road,Rain
ID-594,Mumbai,18.92271,72.89069,2023-06-15,17:49,Minor,Weather/Low Visibility,Highway,Rain
ID-595,Varanasi,25.21248,82.97772,2023-02-05,00:28,Serious,Weather/Low Visibility,Rural Road,Rain
ID-596,Delhi,28.44337,77.07032,2023-08-15,23:06,Fatal,Drunk Driving,Highway,Fog
ID-597,Mumbai,19.11826,72.95545,2023-01-01,13:40,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-598,Pune,18.46597,73.77827,2023-08-12,17:30,Minor,Over-speeding,Rural Road,Clear
ID-599,Bangalore,12.80099,77.69083,2023-07-03,16:59,Serious,Weather/Low Visibility,City Road,Fog
ID-600,Kolkata,22.6994,88.42941,2023-08-24,18:53,Serious,Weather/Low Visibility,Highway,Rain
ID-601,Hyderabad,17.4935,78.43215,2023-12-19,02:40,Serious,Distracted Driving,Highway,Dust Storm
ID-602,Lucknow,26.73789,80.80714,2023-07-19,19:31,Minor,Weather/Low Visibility,City Road,Fog
ID-603,Nagpur,21.16685,79.03479,2023-01-22,06:21,Minor,Signal Jumping,Highway,Clear
ID-604,Lucknow,26.83346,80.89167,2023-04-30,23:37,Serious,Drunk Driving,Rural Road,Clear
ID-605,Bangalore,12.99615,77.59424,2023-03-08,23:41,Serious,Drunk Driving,Rural Road,Rain
ID-606,Delhi,28.71748,77.02809,2023-09-12,18:07,Fatal,Distracted Driving,Highway,Rain
ID-607,Lucknow,26.78524,80.9623,2023-12-17,11:07,Minor,Potholes,City Road,Rain
ID-608,Bangalore,13.02927,77.61862,2023-08-01,12:09,Fatal,Weather/Low Visibility,Rural Road,Fog
ID-609,Bangalore,12.87309,77.6164,2023-03-22,22:24,Fatal,Drunk Driving,Highway,Dust Storm
ID-610,Bangalore,12.82674,77.63035,2023-03-06,17:44,Minor,Weather/Low Visibility,Rural Road,Rain
ID-611,Nashik,19.99008,73.74785,2023-04-03,17:38,Serious,Signal Jumping,Rural Road,Dust Storm
ID-612,Chennai,13.08816,80.25652,2023-04-09,22:15,Fatal,Over-speeding,Rural Road,Clear
ID-613,Kolkata,22.65223,88.40794,2023-05-22,17:13,Serious,Over-speeding,Highway,Rain
ID-614,Delhi,28.78743,77.03721,2023-11-27,17:03,Serious,Weather/Low Visibility,Highway,Fog
ID-615,Kolkata,22.56686,88.46103,2023-10-03,03:03,Fatal,Drunk Driving,Highway,Rain
ID-616,Pune,18.57902,73.84428,2023-12-13,14:12,Minor,Weather/Low Visibility,Highway,Rain
ID-617,Jaipur,26.81961,75.84755,2023-10-27,18:30,Serious,Over-speeding,City Road,Clear
ID-618,Indore,22.64323,75.82189,2023-04-10,14:29,Minor,Weather/Low Visibility,City Road,Fog
ID-619,Bangalore,12.83816,77.63844,2023-08-27,18:54,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-620,Nagpur,21.04397,78.98855,2023-10-11,16:36,Serious,Drunk Driving,City Road,Clear
ID-621,Delhi,28.74279,77.04461,2023-01-08,15:17,Serious,Signal Jumping,Rural Road,Dust Storm
ID-622,Delhi,28.49913,77.01712,2023-01-03,10:57,Minor,Distracted Driving,Highway,Clear
ID-623,Lucknow,26.8467,80.90084,2023-12-23,21:51,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-624,Chennai,13.06755,80.10248,2023-06-01,19:22,Minor,Drunk Driving,Highway,Clear
ID-625,Delhi,28.59191,76.95242,2023-01-13,16:37,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-626,Chennai,13.02161,80.25797,2023-01-01,15:40,Minor,Signal Jumping,City Road,Clear
ID-627,Mumbai,19.16803,72.86658,2023-11-10,15:44,Serious,Weather/Low Visibility,Rural Road,Rain
ID-628,Delhi,28.75234,77.16788,2023-01-27,00:56,Serious,Drunk Driving,City Road,Dust Storm
ID-629,Hyderabad,17.37329,78.42963,2023-04-15,06:49,Minor,Weather/Low Visibility,Highway,Fog
ID-630,Mumbai,19.09471,72.94748,2023-04-26,13:48,Serious,Weather/Low Visibility,City Road,Fog
ID-631,Mumbai,19.02688,72.81089,2023-09-27,21:32,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-632,Hyderabad,17.46508,78.47989,2023-02-03,10:44,Fatal,Weather/Low Visibility,Highway,Dust Storm
ID-633,Lucknow,26.87959,80.85767,2023-12-23,13:07,Serious,Drunk Driving,Highway,Dust Storm
ID-634,Lucknow,26.80414,80.92546,2023-03-09,22:59,Serious,Weather/Low Visibility,City Road,Fog
ID-635,Delhi,28.51661,76.83147,2023-10-24,20:26,Serious,Weather/Low Visibility,City Road,Fog
ID-636,Delhi,28.67875,77.22095,2023-06-06,03:08,Serious,Weather/Low Visibility,Highway,Fog
ID-637,Mumbai,19.13092,72.80946,2023-03-24,08:39,Minor,Signal Jumping,Highway,Fog
ID-638,Mumbai,19.1518,72.93857,2023-01-22,07:07,Minor,Weather/Low Visibility,City Road,Rain
ID-639,Nagpur,21.0369,79.06875,2023-07-10,00:09,Serious,Weather/Low Visibility,Rural Road,Rain
ID-640,Delhi,28.56182,77.04971,2023-10-07,01:00,Minor,Potholes,Rural Road,Fog
ID-641,Delhi,28.51593,77.272,2023-08-15,13:46,Serious,Distracted Driving,Rural Road,Clear
ID-642,Bangalore,12.94369,77.50802,2023-07-25,20:01,Serious,Weather/Low Visibility,City Road,Rain
ID-643,Varanasi,25.26527,83.02163,2023-05-23,16:50,Minor,Drunk Driving,Highway,Clear
ID-644,Delhi,28.61536,77.02273,2023-09-09,16:12,Serious,Distracted Driving,Rural Road,Clear
ID-645,Lucknow,26.77221,80.82959,2023-05-26,20:00,Serious,Distracted Driving,City Road,Fog
ID-646,Kolkata,22.67486,88.31752,2023-08-15,09:51,Minor,Distracted Driving,Rural Road,Rain
ID-647,Hyderabad,17.38477,78.47929,2023-04-17,18:09,Minor,Distracted Driving,Rural Road,Dust Storm
ID-648,Bangalore,12.81983,77.69202,2023-05-20,06:40,Serious,Weather/Low Visibility,Rural Road,Rain
ID-649,Mumbai,19.07037,72.98297,2023-09-09,07:35,Minor,Weather/Low Visibility,Rural Road,Fog
ID-650,Pune,18.51186,73.79269,2023-11-24,13:19,Fatal,Signal Jumping,Highway,Dust Storm
ID-651,Nashik,20.07854,73.78343,2023-03-03,19:01,Fatal,Weather/Low Visibility,Highway,Dust Storm
ID-652,Jaipur,26.87235,75.7961,2023-12-22,17:30,Fatal,Over-speeding,Rural Road,Fog
ID-653,Hyderabad,17.30351,78.35191,2023-12-21,13:29,Serious,Weather/Low Visibility,Highway,Fog
ID-654,Varanasi,25.27223,83.02725,2023-11-24,20:33,Minor,Weather/Low Visibility,Rural Road,Rain
ID-655,Hyderabad,17.3189,78.45053,2023-06-04,14:51,Minor,Weather/Low Visibility,Highway,Fog
ID-656,Pune,18.47033,73.72874,2023-09-06,01:49,Fatal,Drunk Driving,Highway,Fog
ID-657,Nagpur,21.04422,78.95653,2023-09-30,17:54,Fatal,Signal Jumping,City Road,Clear
ID-658,Nagpur,21.0921,78.92292,2023-12-20,06:19,Serious,Distracted Driving,City Road,Rain
ID-659,Mumbai,19.07929,72.95272,2023-03-02,17:01,Minor,Weather/Low Visibility,Rural Road,Rain
ID-660,Hyderabad,17.34531,78.32507,2023-02-27,06:48,Minor,Over-speeding,City Road,Clear
ID-661,Nashik,20.05147,73.7085,2023-01-31,22:37,Serious,Drunk Driving,City Road,Clear
ID-662,Hyderabad,17.43352,78.45091,2023-04-13,22:57,Minor,Weather/Low Visibility,Highway,Fog
ID-663,Delhi,28.77674,77.2744,2023-11-10,02:49,Serious,Drunk Driving,Highway,Clear
ID-664,Madurai,9.95265,78.10577,2023-10-03,14:57,Serious,Over-speeding,Highway,Clear
ID-665,Delhi,28.74052,77.03736,2023-02-24,21:43,Minor,Weather/Low Visibility,City Road,Fog
ID-666,Nagpur,21.10285,79.02227,2023-03-11,18:33,Serious,Weather/Low Visibility,Rural Road,Fog
ID-667,Hyderabad,17.44443,78.31645,2023-11-04,06:29,Minor,Signal Jumping,Rural Road,Fog
ID-668,Pune,18.48879,73.81078,2023-09-01,18:57,Minor,Weather/Low Visibility,Highway,Fog
ID-669,Chennai,13.10225,80.23442,2023-02-13,23:43,Minor,Weather/Low Visibility,City Road,Rain
ID-670,Jaipur,26.82034,75.88506,2023-04-13,19:21,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-671,Indore,22.68494,75.79982,2023-11-26,20:48,Serious,Weather/Low Visibility,City Road,Fog
ID-672,Meerut,29.09003,77.7975,2023-03-04,08:06,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-673,Nashik,20.08848,73.70594,2023-01-14,21:43,Serious,Drunk Driving,Rural Road,Dust Storm
ID-674,Chennai,12.94582,80.22439,2023-09-10,22:49,Fatal,Weather/Low Visibility,City Road,Rain
ID-675,Nashik,19.95233,73.76872,2023-03-02,18:27,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-676,Varanasi,25.28851,82.9072,2023-12-28,17:56,Serious,Weather/Low Visibility,City Road,Dust Storm
ID-677,Kolkata,22.64314,88.39749,2023-10-11,10:42,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-678,Mumbai,18.94689,72.81115,2023-12-13,02:39,Minor,Weather/Low Visibility,City Road,Fog
ID-679,Jaipur,26.82564,75.77328,2023-07-14,23:21,Fatal,Over-speeding,City Road,Dust Storm
ID-680,Lucknow,26.71129,80.84885,2023-12-19,11:05,Minor,Weather/Low Visibility,Highway,Fog
ID-681,Nagpur,21.00394,78.99784,2023-08-04,15:32,Minor,Distracted Driving,Rural Road,Clear
ID-682,Bangalore,12.94091,77.50445,2023-10-21,16:20,Fatal,Over-speeding,Highway,Dust Storm
ID-683,Hyderabad,17.39935,78.46229,2023-07-06,13:19,Serious,Weather/Low Visibility,City Road,Rain
ID-684,Indore,22.79482,75.71506,2023-06-02,14:03,Serious,Distracted Driving,Highway,Dust Storm
ID-685,Jaipur,26.99159,75.84354,2023-02-04,20:17,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-686,Delhi,28.71826,77.12577,2023-10-04,14:42,Serious,Weather/Low Visibility,City Road,Rain
ID-687,Kolkata,22.62499,88.39065,2023-09-22,23:45,Serious,Drunk Driving,Highway,Dust Storm
ID-688,Indore,22.78762,75.75359,2023-10-17,16:59,Minor,Signal Jumping,Rural Road,Clear
ID-689,Kolkata,22.54013,88.3925,2023-06-03,07:48,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-690,Bangalore,13.07334,77.62679,2023-05-12,23:10,Serious,Drunk Driving,City Road,Rain
ID-691,Indore,22.60554,75.85941,2023-08-05,09:27,Minor,Signal Jumping,Highway,Clear
ID-692,Bangalore,12.84781,77.52729,2023-11-26,22:11,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-693,Hyderabad,17.36278,78.3596,2023-02-16,14:42,Serious,Weather/Low Visibility,Highway,Rain
ID-694,Delhi,28.69379,77.26647,2023-09-12,16:16,Minor,Weather/Low Visibility,Rural Road,Rain
ID-695,Varanasi,25.36134,82.96586,2023-05-01,23:47,Fatal,Drunk Driving,Highway,Rain
ID-696,Nagpur,21.05491,79.02251,2023-12-25,22:23,Serious,Weather/Low Visibility,Rural Road,Fog
ID-697,Madurai,9.99266,78.17589,2023-06-07,23:23,Minor,Over-speeding,Rural Road,Clear
ID-698,Delhi,28.77634,77.14534,2023-06-08,14:24,Serious,Weather/Low Visibility,Rural Road,Fog
ID-699,Nashik,20.07339,73.87153,2023-02-16,15:19,Serious,Drunk Driving,Highway,Fog
ID-700,Meerut,28.93205,77.68777,2023-02-11,11:17,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-701,Delhi,28.73647,77.15869,2023-02-03,20:32,Minor,Distracted Driving,Rural Road,Dust Storm
ID-702,Bangalore,12.96432,77.56535,2023-04-05,23:41,Serious,Weather/Low Visibility,Rural Road,Dust Storm
ID-703,Madurai,9.92566,78.06274,2023-11-29,19:33,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-704,Varanasi,25.3747,82.9267,2023-05-25,20:51,Serious,Drunk Driving,City Road,Clear
ID-705,Indore,22.67352,75.7787,2023-10-13,10:01,Minor,Signal Jumping,Highway,Rain
ID-706,Delhi,28.47931,77.15063,2023-11-04,22:27,Fatal,Drunk Driving,Highway,Rain
ID-707,Delhi,28.6269,76.80706,2023-03-02,09:31,Fatal,Drunk Driving,Highway,Rain
ID-708,Hyderabad,17.46268,78.35324,2023-04-16,15:27,Serious,Potholes,City Road,Rain
ID-709,Bangalore,12.85411,77.65849,2023-08-19,08:39,Minor,Drunk Driving,Rural Road,Fog
ID-710,Delhi,28.58327,76.80516,2023-04-19,21:43,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-711,Kolkata,22.61944,88.31461,2023-05-01,12:59,Minor,Weather/Low Visibility,Rural Road,Fog
ID-712,Mumbai,19.19016,72.91965,2023-11-14,05:32,Serious,Weather/Low Visibility,City Road,Fog
ID-713,Nagpur,21.02645,79.16767,2023-09-15,00:10,Serious,Drunk Driving,City Road,Fog
ID-714,Indore,22.70608,75.72836,2023-05-24,12:31,Serious,Weather/Low Visibility,City Road,Fog
ID-715,Pune,18.57539,73.82259,2023-03-26,10:57,Fatal,Weather/Low Visibility,Highway,Dust Storm
ID-716,Madurai,9.98457,78.12733,2023-04-28,19:03,Minor,Drunk Driving,City Road,Clear
ID-717,Nashik,19.95204,73.84119,2023-07-02,15:28,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-718,Bangalore,13.05375,77.67338,2023-05-26,12:55,Minor,Weather/Low Visibility,Rural Road,Rain
ID-719,Kolkata,22.55456,88.47818,2023-10-20,18:33,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-720,Kolkata,22.59962,88.31886,2023-03-04,23:43,Serious,Drunk Driving,Rural Road,Fog
ID-721,Jaipur,26.86471,75.70577,2023-11-18,11:29,Minor,Distracted Driving,City Road,Clear
ID-722,Delhi,28.78791,77.12809,2023-10-19,17:58,Serious,Drunk Driving,Highway,Rain
ID-723,Kolkata,22.55659,88.45963,2023-02-17,22:24,Minor,Weather/Low Visibility,Highway,Fog
ID-724,Lucknow,26.77978,80.8041,2023-11-28,15:18,Minor,Weather/Low Visibility,Highway,Rain
ID-725,Delhi,28.72044,77.16794,2023-12-07,11:22,Serious,Weather/Low Visibility,Rural Road,Fog
ID-726,Hyderabad,17.38909,78.37762,2023-08-05,02:05,Serious,Drunk Driving,City Road,Rain
ID-727,Bangalore,12.954,77.69465,2023-03-21,23:45,Serious,Distracted Driving,City Road,Clear
ID-728,Hyderabad,17.48144,78.39552,2023-05-08,07:53,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-729,Mumbai,19.0653,72.98346,2023-02-18,16:26,Minor,Weather/Low Visibility,City Road,Fog
ID-730,Mumbai,18.92453,72.90069,2023-04-04,00:11,Fatal,Distracted Driving,Highway,Clear
ID-731,Bangalore,12.88929,77.61744,2023-05-16,22:51,Minor,Weather/Low Visibility,Highway,Rain
ID-732,Hyderabad,17.42081,78.47432,2023-07-22,09:00,Serious,Over-speeding,Highway,Clear
ID-733,Chennai,13.03805,80.18102,2023-06-05,05:31,Minor,Potholes,Rural Road,Fog
ID-734,Delhi,28.67612,76.9975,2023-04-08,13:00,Minor,Over-speeding,Rural Road,Clear
ID-735,Nashik,20.0941,73.8718,2023-05-04,17:41,Minor,Weather/Low Visibility,Highway,Rain
ID-736,Meerut,28.99269,77.6948,2023-12-26,06:47,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-737,Chennai,13.03485,80.14853,2023-01-05,15:21,Minor,Over-speeding,City Road,Dust Storm
ID-738,Jaipur,26.94742,75.81917,2023-09-06,21:25,Serious,Distracted Driving,Highway,Dust Storm
ID-739,Indore,22.70566,75.7844,2023-11-28,20:57,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-740,Delhi,28.77559,76.97338,2023-04-09,19:18,Minor,Weather/Low Visibility,City Road,Fog
ID-741,Delhi,28.48788,77.25454,2023-03-09,23:29,Minor,Distracted Driving,City Road,Dust Storm
ID-742,Delhi,28.69383,77.19799,2023-02-14,13:44,Serious,Weather/Low Visibility,Highway,Dust Storm
ID-743,Bangalore,12.84689,77.59844,2023-10-13,09:13,Serious,Over-speeding,City Road,Clear
ID-744,Lucknow,26.87618,80.87141,2023-02-02,01:51,Fatal,Drunk Driving,Highway,Dust Storm
ID-745,Bangalore,12.86723,77.55156,2023-03-19,22:17,Serious,Drunk Driving,Rural Road,Clear
ID-746,Jaipur,26.98925,75.8598,2023-02-22,16:50,Minor,Potholes,Rural Road,Clear
ID-747,Delhi,28.44216,77.11496,2023-12-29,23:18,Serious,Drunk Driving,Rural Road,Dust Storm
ID-748,Kolkata,22.57275,88.46383,2023-01-04,21:49,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-749,Madurai,9.83425,78.0532,2023-05-06,05:42,Minor,Weather/Low Visibility,Highway,Dust Storm
ID-750,Delhi,28.57153,77.25901,2023-08-15,03:01,Serious,Drunk Driving,Rural Road,Clear
ID-751,Bangalore,13.08309,77.51696,2023-07-21,13:03,Minor,Weather/Low Visibility,Rural Road,Rain
ID-752,Delhi,28.65264,77.15668,2023-12-15,10:25,Minor,Signal Jumping,Rural Road,Fog
ID-753,Bangalore,13.07277,77.50158,2023-07-26,19:44,Minor,Weather/Low Visibility,Rural Road,Rain
ID-754,Indore,22.72364,75.78843,2023-06-04,19:56,Serious,Over-speeding,Rural Road,Clear
ID-755,Jaipur,26.8669,75.84502,2023-04-20,07:18,Serious,Weather/Low Visibility,Rural Road,Fog
ID-756,Nagpur,21.12714,78.90703,2023-06-05,14:53,Minor,Weather/Low Visibility,Rural Road,Dust Storm
ID-757,Indore,22.61199,75.7746,2023-11-30,18:03,Minor,Weather/Low Visibility,City Road,Dust Storm
ID-758,Bangalore,12.80156,77.5678,2023-11-18,16:45,Serious,Weather/Low Visibility,City Road,Rain
ID-759,Jaipur,26.93338,75.86302,2023-09-24,23:24,Serious,Weather/Low Visibility,Highway,Rain
ID-760,Mumbai,19.14685,72.87225,2023-07-30,17:53,Fatal,Over-speeding,Highway,Clear
